2026-04-23 10:05:30.788 [http-nio-0.0.0.0-8080-exec-170] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100530_178_1] [2026-04-23 10:05:30.788] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.266 [http-nio-0.0.0.0-8080-exec-162] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1482_1] [2026-04-23 10:05:33.266] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.266 [http-nio-0.0.0.0-8080-exec-162] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1482_1] [2026-04-23 10:05:33.266] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.269 [http-nio-0.0.0.0-8080-exec-56] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1483_1] [2026-04-23 10:05:33.269] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.269 [http-nio-0.0.0.0-8080-exec-56] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1483_1] [2026-04-23 10:05:33.269] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.269 [http-nio-0.0.0.0-8080-exec-175] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1484_1] [2026-04-23 10:05:33.269] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.270 [http-nio-0.0.0.0-8080-exec-175] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1484_1] [2026-04-23 10:05:33.270] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.271 [http-nio-0.0.0.0-8080-exec-111] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1485_1] [2026-04-23 10:05:33.271] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.272 [http-nio-0.0.0.0-8080-exec-111] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1485_1] [2026-04-23 10:05:33.272] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.274 [http-nio-0.0.0.0-8080-exec-12] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1486_1] [2026-04-23 10:05:33.274] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.275 [http-nio-0.0.0.0-8080-exec-12] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1486_1] [2026-04-23 10:05:33.275] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.276 [http-nio-0.0.0.0-8080-exec-153] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1487_1] [2026-04-23 10:05:33.276] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.276 [http-nio-0.0.0.0-8080-exec-153] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1487_1] [2026-04-23 10:05:33.276] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.279 [http-nio-0.0.0.0-8080-exec-160] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1488_1] [2026-04-23 10:05:33.279] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.279 [http-nio-0.0.0.0-8080-exec-25] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1489_1] [2026-04-23 10:05:33.279] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.279 [http-nio-0.0.0.0-8080-exec-160] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1488_1] [2026-04-23 10:05:33.279] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.280 [http-nio-0.0.0.0-8080-exec-25] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1489_1] [2026-04-23 10:05:33.280] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.282 [http-nio-0.0.0.0-8080-exec-83] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1490_1] [2026-04-23 10:05:33.282] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.282 [http-nio-0.0.0.0-8080-exec-83] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1490_1] [2026-04-23 10:05:33.282] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.284 [http-nio-0.0.0.0-8080-exec-38] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1491_1] [2026-04-23 10:05:33.284] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.284 [http-nio-0.0.0.0-8080-exec-38] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1491_1] [2026-04-23 10:05:33.284] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.285 [http-nio-0.0.0.0-8080-exec-59] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1492_1] [2026-04-23 10:05:33.285] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.286 [http-nio-0.0.0.0-8080-exec-59] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1492_1] [2026-04-23 10:05:33.286] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.289 [http-nio-0.0.0.0-8080-exec-125] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1493_1] [2026-04-23 10:05:33.289] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.289 [http-nio-0.0.0.0-8080-exec-125] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1493_1] [2026-04-23 10:05:33.289] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.290 [http-nio-0.0.0.0-8080-exec-142] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1494_1] [2026-04-23 10:05:33.290] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.291 [http-nio-0.0.0.0-8080-exec-142] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1494_1] [2026-04-23 10:05:33.291] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.291 [http-nio-0.0.0.0-8080-exec-123] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1495_1] [2026-04-23 10:05:33.291] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.292 [http-nio-0.0.0.0-8080-exec-123] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1495_1] [2026-04-23 10:05:33.292] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.294 [http-nio-0.0.0.0-8080-exec-47] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1496_1] [2026-04-23 10:05:33.294] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.294 [http-nio-0.0.0.0-8080-exec-47] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1496_1] [2026-04-23 10:05:33.294] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.295 [http-nio-0.0.0.0-8080-exec-18] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1497_1] [2026-04-23 10:05:33.295] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.296 [http-nio-0.0.0.0-8080-exec-18] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1497_1] [2026-04-23 10:05:33.296] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.298 [http-nio-0.0.0.0-8080-exec-159] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1498_1] [2026-04-23 10:05:33.298] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.299 [http-nio-0.0.0.0-8080-exec-159] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1498_1] [2026-04-23 10:05:33.299] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.299 [http-nio-0.0.0.0-8080-exec-129] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1499_1] [2026-04-23 10:05:33.299] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.300 [http-nio-0.0.0.0-8080-exec-129] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1499_1] [2026-04-23 10:05:33.300] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.302 [http-nio-0.0.0.0-8080-exec-72] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1500_1] [2026-04-23 10:05:33.302] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.302 [http-nio-0.0.0.0-8080-exec-72] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1500_1] [2026-04-23 10:05:33.302] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.304 [http-nio-0.0.0.0-8080-exec-163] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1501_1] [2026-04-23 10:05:33.304] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.304 [http-nio-0.0.0.0-8080-exec-163] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1501_1] [2026-04-23 10:05:33.304] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.305 [http-nio-0.0.0.0-8080-exec-141] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1502_1] [2026-04-23 10:05:33.305] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.306 [http-nio-0.0.0.0-8080-exec-141] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1502_1] [2026-04-23 10:05:33.306] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.309 [http-nio-0.0.0.0-8080-exec-9] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1503_1] [2026-04-23 10:05:33.309] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.310 [http-nio-0.0.0.0-8080-exec-9] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1503_1] [2026-04-23 10:05:33.310] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.310 [http-nio-0.0.0.0-8080-exec-200] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1504_1] [2026-04-23 10:05:33.310] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.311 [http-nio-0.0.0.0-8080-exec-200] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1504_1] [2026-04-23 10:05:33.311] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.312 [http-nio-0.0.0.0-8080-exec-31] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1505_1] [2026-04-23 10:05:33.312] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.313 [http-nio-0.0.0.0-8080-exec-31] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1505_1] [2026-04-23 10:05:33.313] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.313 [http-nio-0.0.0.0-8080-exec-78] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1506_1] [2026-04-23 10:05:33.313] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.314 [http-nio-0.0.0.0-8080-exec-78] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1506_1] [2026-04-23 10:05:33.314] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.316 [http-nio-0.0.0.0-8080-exec-134] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1507_1] [2026-04-23 10:05:33.316] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.316 [http-nio-0.0.0.0-8080-exec-134] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1507_1] [2026-04-23 10:05:33.316] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.317 [http-nio-0.0.0.0-8080-exec-87] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1508_1] [2026-04-23 10:05:33.317] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.318 [http-nio-0.0.0.0-8080-exec-87] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1508_1] [2026-04-23 10:05:33.318] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.320 [http-nio-0.0.0.0-8080-exec-91] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1509_1] [2026-04-23 10:05:33.320] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.320 [http-nio-0.0.0.0-8080-exec-91] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1509_1] [2026-04-23 10:05:33.320] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.323 [http-nio-0.0.0.0-8080-exec-186] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1510_1] [2026-04-23 10:05:33.323] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.323 [http-nio-0.0.0.0-8080-exec-186] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1510_1] [2026-04-23 10:05:33.323] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.323 [http-nio-0.0.0.0-8080-exec-161] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1511_1] [2026-04-23 10:05:33.323] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.324 [http-nio-0.0.0.0-8080-exec-161] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1511_1] [2026-04-23 10:05:33.324] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.325 [http-nio-0.0.0.0-8080-exec-1] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1512_1] [2026-04-23 10:05:33.325] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.326 [http-nio-0.0.0.0-8080-exec-1] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1512_1] [2026-04-23 10:05:33.326] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.327 [http-nio-0.0.0.0-8080-exec-116] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1513_1] [2026-04-23 10:05:33.327] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.328 [http-nio-0.0.0.0-8080-exec-116] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1513_1] [2026-04-23 10:05:33.328] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.331 [http-nio-0.0.0.0-8080-exec-97] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1514_1] [2026-04-23 10:05:33.331] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.331 [http-nio-0.0.0.0-8080-exec-97] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1514_1] [2026-04-23 10:05:33.331] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.332 [http-nio-0.0.0.0-8080-exec-35] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1515_1] [2026-04-23 10:05:33.332] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.333 [http-nio-0.0.0.0-8080-exec-35] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1515_1] [2026-04-23 10:05:33.333] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.333 [http-nio-0.0.0.0-8080-exec-148] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1516_1] [2026-04-23 10:05:33.333] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.334 [http-nio-0.0.0.0-8080-exec-148] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1516_1] [2026-04-23 10:05:33.334] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.336 [http-nio-0.0.0.0-8080-exec-155] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1517_1] [2026-04-23 10:05:33.336] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.337 [http-nio-0.0.0.0-8080-exec-155] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1517_1] [2026-04-23 10:05:33.337] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.337 [http-nio-0.0.0.0-8080-exec-66] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1518_1] [2026-04-23 10:05:33.337] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.338 [http-nio-0.0.0.0-8080-exec-66] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1518_1] [2026-04-23 10:05:33.338] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.339 [http-nio-0.0.0.0-8080-exec-82] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1519_1] [2026-04-23 10:05:33.339] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.340 [http-nio-0.0.0.0-8080-exec-82] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1519_1] [2026-04-23 10:05:33.340] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.342 [http-nio-0.0.0.0-8080-exec-136] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1520_1] [2026-04-23 10:05:33.342] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.343 [http-nio-0.0.0.0-8080-exec-136] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1520_1] [2026-04-23 10:05:33.343] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.345 [http-nio-0.0.0.0-8080-exec-173] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1521_1] [2026-04-23 10:05:33.345] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.345 [http-nio-0.0.0.0-8080-exec-173] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1521_1] [2026-04-23 10:05:33.345] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.346 [http-nio-0.0.0.0-8080-exec-23] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1522_1] [2026-04-23 10:05:33.346] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.346 [http-nio-0.0.0.0-8080-exec-23] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1522_1] [2026-04-23 10:05:33.346] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.348 [http-nio-0.0.0.0-8080-exec-100] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1523_1] [2026-04-23 10:05:33.348] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.348 [http-nio-0.0.0.0-8080-exec-100] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1523_1] [2026-04-23 10:05:33.348] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.350 [http-nio-0.0.0.0-8080-exec-110] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1524_1] [2026-04-23 10:05:33.350] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.350 [http-nio-0.0.0.0-8080-exec-110] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1524_1] [2026-04-23 10:05:33.350] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.351 [http-nio-0.0.0.0-8080-exec-109] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1525_1] [2026-04-23 10:05:33.351] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.352 [http-nio-0.0.0.0-8080-exec-109] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1525_1] [2026-04-23 10:05:33.352] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.354 [http-nio-0.0.0.0-8080-exec-152] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1526_1] [2026-04-23 10:05:33.354] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.355 [http-nio-0.0.0.0-8080-exec-152] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1526_1] [2026-04-23 10:05:33.355] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
2026-04-23 10:05:33.356 [http-nio-0.0.0.0-8080-exec-44] INFO  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1527_1] [2026-04-23 10:05:33.356] 开始处理订单，platformId=PLATFORM_A, 商品种类数=2
2026-04-23 10:05:33.357 [http-nio-0.0.0.0-8080-exec-44] WARN  org.example.springbootdemo.util.StructuredLogger - [Category:order.redis] [BizNo:ORD_20260423100533_1527_1] [2026-04-23 10:05:33.357] 订单Redis库存扣减失败，错误码=insufficient_value, 错误信息=库存不足, 可能原因：库存不足或商品不存在
